period,quarter,year,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,short_on_long_debt,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2022-Q2,2,2022,13.8,3.8,13.3,0.288,0.177,111,72,42,64.9,4531,16333,0.634,2.2,2.2,1.8,-0.074,6131.0,0.407,0.16,0.14,0.3,0.2,0.8,130.3,1.6,20227,0.122,0.028,141,3.3,-0.137,1.1,0.8,0.16,1.1,0.5,-0.067,0.06
2022-Q1,1,2022,14.3,4.5,12.0,0.322,0.196,101,73,42,100.1,4891,15406,0.608,1.9,2.0,1.6,-0.029,6573.0,0.405,0.189,0.163,0.3,0.2,0.7,154.9,1.6,17844,0.048,0.011,131,3.6,-0.124,1.2,0.8,0.189,1.1,0.5,-0.01,-0.027
2021-Q4,4,2021,15.4,4.9,12.3,0.327,0.207,103,62,37,104.0,5039,15829,0.62,2.1,2.1,1.7,0.001,6642.0,0.425,0.154,0.139,0.3,0.2,0.6,124.0,1.6,19041,0.066,0.015,128,3.5,-0.115,1.2,0.8,0.154,1.1,0.5,0.021,0.064
2021-Q3,3,2021,16.9,5.7,13.5,0.348,0.205,92,64,38,133.0,5034,14878,0.597,1.9,1.9,1.6,-0.014,6508.0,0.429,0.2,0.181,0.3,0.2,0.6,112.1,1.7,16680,0.061,0.012,118,4.0,-0.103,1.2,0.8,0.2,1.1,0.5,-0.103,-0.017
2021-Q2,2,2021,16.5,5.6,14.4,0.346,0.208,94,71,41,116.8,5106,15131,0.596,1.8,1.9,1.6,-0.022,7253.0,0.436,0.209,0.18,0.3,0.2,0.6,60.1,1.7,16916,0.048,0.009,124,3.9,-0.073,1.1,0.8,0.209,1.1,0.5,-0.008,0.009
2021-Q1,1,2021,17.4,6.1,13.6,0.356,0.225,92,70,47,217.1,5220,14991,0.614,2.0,2.0,1.6,-0.017,7310.0,0.436,0.212,0.195,0.3,0.2,0.6,57.0,1.6,16302,0.035,0.007,115,4.0,-0.075,1.2,0.8,0.212,1.1,0.5,-0.032,0.001
2020-Q4,4,2020,18.7,6.6,14.0,0.378,0.238,79,56,39,83.0,5310,14975,0.646,2.3,2.1,1.7,-0.001,7554.0,0.462,0.149,0.151,0.2,0.2,0.4,43.7,1.5,15453,0.063,0.011,96,4.6,-0.088,1.3,0.8,0.149,1.2,0.4,-0.021,0.066
2020-Q3,3,2020,18.7,7.1,15.0,0.393,0.246,72,59,41,92.1,5318,14041,0.582,1.7,1.7,1.4,0.036,7715.0,0.467,0.226,0.198,0.2,0.1,0.4,36.4,1.7,13377,0.074,0.011,91,5.0,-0.098,1.3,0.8,0.226,1.1,0.6,-0.061,-0.026
2020-Q2,2,2020,16.5,5.9,16.2,0.367,0.239,77,66,39,89.8,5133,14419,0.608,1.9,1.8,1.5,0.016,8218.0,0.461,0.218,0.198,0.2,0.1,0.3,33.9,1.6,13392,0.067,0.01,105,4.7,-0.116,1.3,0.8,0.218,1.1,0.5,0.007,0.004
2020-Q1,1,2020,13.3,4.7,14.0,0.362,0.25,84,67,43,76.4,5050,14359,0.651,2.3,2.0,1.6,-0.002,8164.0,0.467,0.227,0.195,0.2,0.1,0.3,51.4,1.5,13147,0.043,0.007,108,4.3,-0.135,1.4,0.8,0.227,1.0,0.4,0.006,0.091
2019-Q4,4,2019,17.9,6.9,12.5,0.397,0.258,22,64,48,69.7,5062,13160,0.615,2.0,1.7,1.4,-0.009,8113.0,0.469,0.175,0.155,0.2,0.1,0.2,43.5,1.6,10279,0.09,0.015,39,16.4,-0.153,1.4,1.2,0.175,1.1,0.5,0.007,0.009
2019-Q3,3,2019,19.6,7.7,14.7,0.405,0.288,28,59,41,112.0,5109,13043,0.68,2.3,1.9,1.4,0.012,8060.0,0.47,0.218,0.188,0.2,0.1,0.2,44.6,1.5,10222,0.037,0.005,46,12.9,-0.2,1.5,1.2,0.218,1.0,0.4,-0.056,-0.038
2019-Q2,2,2019,18.5,6.9,17.3,0.388,0.276,26,66,46,132.7,5047,13559,0.705,2.6,2.0,1.5,0.023,8541.0,0.48,0.231,0.199,0.1,0.1,0.2,17.3,1.4,11273,0.058,0.007,47,13.9,-0.224,1.4,1.2,0.231,1.1,0.4,0.033,0.0
2019-Q1,1,2019,20.5,7.5,16.4,0.381,0.28,28,63,42,161.6,4936,13557,0.74,3.1,2.5,1.9,0.009,8270.0,0.467,0.243,0.212,0.1,0.1,0.2,9.8,1.4,13224,0.042,0.006,48,13.0,-0.276,1.5,1.2,0.243,1.0,0.3,0.028,0.099
2018-Q4,4,2018,18.4,7.3,17.7,0.416,0.284,24,62,49,182.3,4893,12335,0.69,2.4,1.9,1.4,0.057,8041.0,0.474,0.19,0.177,0.0,0.0,0.1,4.9,1.4,9920,0.058,0.007,37,15.0,-0.266,1.5,1.2,0.19,1.1,0.4,0.055,0.013
2018-Q3,3,2018,22.1,8.4,19.5,0.391,0.295,28,52,40,233.4,4628,12181,0.748,3.2,2.5,1.9,-0.014,7622.0,0.473,0.204,0.186,0.0,0.0,0.1,3.9,1.3,10979,0.024,0.003,40,13.1,-0.346,1.6,1.2,0.204,1.1,0.3,-0.101,-0.023
2018-Q2,2,2018,22.2,8.4,17.9,0.388,0.288,24,60,45,174.7,4692,12462,0.72,2.8,2.3,1.8,-0.025,8474.0,0.472,0.22,0.195,0.1,0.1,0.1,7.4,1.4,11956,0.051,0.006,39,15.1,-0.337,1.5,1.2,0.22,1.0,0.4,-0.012,0.009
2018-Q1,1,2018,25.6,10.0,19.7,0.398,0.303,24,56,40,342.2,4814,12350,0.731,2.9,2.4,1.8,-0.023,8578.0,0.453,0.242,0.223,0.1,0.1,0.1,5.8,1.4,11533,0.021,0.002,39,15.4,-0.292,1.5,1.2,0.242,1.1,0.3,-0.022,0.104
2017-Q4,4,2017,25.7,11.3,21.1,0.452,0.322,21,58,45,374.0,4926,11184,0.674,2.2,2.0,1.6,-0.008,8770.0,0.454,0.152,0.141,0.0,0.0,0.1,1.0,1.5,10112,0.04,0.004,34,17.6,-0.282,1.6,1.2,0.152,1.1,0.5,-0.005,-0.026
2017-Q3,3,2017,18.1,7.8,23.2,0.466,0.35,24,53,35,431.7,4966,11488,0.76,3.2,2.7,2.1,0.014,8812.0,0.472,0.228,0.203,0.0,0.0,0.1,0.7,1.3,11800,0.028,0.002,41,15.4,-0.271,1.7,1.2,0.228,1.1,0.3,-0.077,-0.021
2017-Q2,2,2017,19.1,8.0,17.4,0.433,0.331,22,59,34,807.3,4897,11732,0.767,3.4,3.1,2.5,0.011,9545.0,0.49,0.243,0.219,0.0,0.0,0.1,0.3,1.3,13966,0.024,0.003,47,16.9,-0.24,1.6,1.2,0.243,1.1,0.3,0.007,-0.011
2017-Q1,1,2017,17.4,7.1,17.5,0.427,0.337,21,54,26,245.0,4846,11857,0.798,4.1,3.6,2.9,0.083,9481.0,0.483,0.272,0.244,0.0,0.0,0.1,0.5,1.3,14638,0.089,0.01,48,17.8,-0.18,1.6,1.2,0.272,1.1,0.2,0.073,0.118
2016-Q4,4,2016,16.5,7.0,18.4,0.436,0.329,17,59,33,101.7,4473,10607,0.755,3.2,2.9,2.2,-0.007,8834.0,0.464,0.169,0.155,0.1,0.1,0.1,4.1,1.3,12216,0.029,0.003,43,21.3,-0.138,1.6,1.2,0.169,1.1,0.3,-0.008,0.08
2016-Q3,3,2016,18.2,8.4,16.5,0.477,0.351,21,53,26,293.2,4506,9818,0.742,3.0,2.7,2.1,0.046,8904.0,0.417,0.238,0.209,0.1,0.1,0.1,3.9,1.3,10953,0.037,0.004,48,17.2,-0.097,1.7,1.2,0.238,1.0,0.3,-0.136,-0.097
2016-Q2,2,2016,15.6,6.2,18.1,0.411,0.316,21,59,23,365.5,4308,10868,0.762,3.3,3.1,2.4,0.075,10305.0,0.432,0.256,0.226,0.1,0.1,0.1,4.0,1.3,13197,0.133,0.015,57,17.4,-0.097,1.6,1.2,0.256,1.1,0.3,0.072,0.003
2016-Q1,1,2016,15.8,5.8,15.7,0.383,0.299,22,60,26,294.2,4006,10832,0.779,3.7,3.1,2.4,0.077,9614.0,0.486,0.237,0.209,0.1,0.1,0.1,5.9,1.3,12243,0.054,0.007,55,16.9,-0.127,1.5,1.2,0.237,1.1,0.3,0.072,0.094
2015-Q4,4,2015,16.2,6.1,17.0,0.385,0.292,19,55,30,246.8,3719,9900,0.753,3.2,2.8,2.2,0.022,8967.0,0.398,0.19,0.171,0.1,0.1,0.2,4.0,1.3,10728,0.065,0.008,44,19.5,-0.125,1.5,1.2,0.19,1.1,0.3,0.024,0.09
2015-Q3,3,2015,12.9,5.2,15.1,0.41,0.305,20,55,29,314.9,3639,9085,0.731,2.9,2.4,1.8,0.111,8756.0,0.412,0.234,0.202,0.1,0.1,0.2,3.6,1.4,8846,0.073,0.01,47,18.2,-0.139,1.6,1.2,0.234,1.0,0.4,-0.077,-0.098
2015-Q2,2,2015,13.1,4.3,15.6,0.346,0.269,20,63,32,360.4,3276,10076,0.774,3.6,3.1,2.4,0.098,9489.0,0.418,0.233,0.208,0.1,0.0,0.1,2.6,1.3,11171,0.087,0.014,51,18.4,-0.137,1.5,1.2,0.233,1.1,0.3,0.082,-0.001
2015-Q1,1,2015,13.2,3.9,14.8,0.313,0.248,20,61,32,216.0,2984,10087,0.781,3.7,3.2,2.4,0.028,8774.0,0.357,0.202,0.179,0.1,0.0,0.1,2.7,1.3,11413,0.058,0.01,49,18.0,-0.107,1.4,1.2,0.202,1.1,0.3,0.025,0.078
