period,quarter,year,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,short_on_long_debt,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2022-Q2,2,2022,4.3,1.3,3.6,0.346,0.164,44,140,65.0,7.9,4694,15601,0.481,0.9,1.3,0.7,-0.159,9130,0.175,0.152,0.108,0.7,0.3,1.5,4.2,2.1,26606,0.203,0.208,119.0,8.3,-0.239,0.9,0.9,0.152,0.8,1.1,-0.222,0.01
2022-Q1,1,2022,5.6,2.0,3.6,0.433,0.22,45,104,42.0,15.5,5584,15448,0.532,1.1,1.4,0.8,-0.058,11733,0.229,0.21,0.187,0.6,0.3,1.3,3.3,1.9,27992,0.193,0.153,107.0,8.0,-0.243,1.0,0.9,0.21,1.0,0.9,0.044,-0.009
2021-Q4,4,2021,5.9,2.3,5.5,0.461,0.223,31,115,51.0,13.3,5929,15585,0.508,1.0,1.3,0.7,0.088,11238,0.214,0.187,0.166,0.6,0.3,1.3,3.2,2.0,20695,0.248,0.116,95.0,11.7,-0.18,1.0,0.9,0.187,1.0,1.0,0.068,0.077
2021-Q3,3,2021,7.3,2.8,5.8,0.456,0.217,44,132,49.0,16.4,5449,14469,0.482,0.9,1.3,0.7,0.262,10525,0.307,0.286,0.268,0.7,0.3,1.3,2.4,2.1,23963,0.159,0.071,126.0,8.3,-0.155,0.9,0.9,0.286,1.0,1.1,0.111,0.14
2021-Q2,2,2021,9.0,3.1,8.7,0.398,0.184,29,129,56.0,17.8,4318,12691,0.462,0.9,1.2,0.6,0.385,9473,0.327,0.304,0.277,0.8,0.4,1.4,2.6,2.2,13093,0.198,0.057,102.0,12.6,-0.155,0.9,0.9,0.304,1.0,1.2,0.086,0.117
2021-Q1,1,2021,8.4,2.3,9.5,0.313,0.147,30,110,34.0,12.2,3118,11357,0.475,0.9,1.2,0.7,0.349,8723,0.262,0.243,0.224,0.8,0.4,1.8,2.0,2.1,12439,0.212,0.067,106.0,12.0,-0.129,0.8,0.9,0.243,1.0,1.1,0.209,0.118
2020-Q4,4,2020,10.0,2.3,10.1,0.252,0.115,17,117,40.0,8.7,2311,10157,0.449,0.8,1.1,0.6,0.254,7217,0.243,0.224,0.18,0.9,0.4,2.1,2.1,2.2,4825,0.22,0.071,94.0,21.7,-0.194,0.8,0.9,0.224,0.9,1.2,0.216,0.078
2020-Q3,3,2020,8.0,1.6,9.4,0.213,0.1,30,109,35.0,8.7,1843,9423,0.466,0.9,1.2,0.6,0.232,5935,0.209,0.191,0.153,0.8,0.4,2.3,1.1,2.1,7360,0.102,0.043,103.0,12.3,-0.39,0.8,0.9,0.191,0.9,1.1,0.084,0.046
2020-Q2,2,2020,8.2,1.4,9.1,0.18,0.085,31,111,41.0,6.3,1496,9012,0.465,0.9,1.2,0.5,0.089,5474,0.181,0.161,0.134,0.8,0.4,2.5,1.1,2.1,5460,0.142,0.073,101.0,11.8,-0.5,0.7,0.9,0.161,0.9,1.1,-0.041,0.051
2020-Q1,1,2020,5.6,0.9,8.1,0.174,0.083,29,106,40.0,7.0,1374,8578,0.466,0.9,1.2,0.5,-0.181,5705,0.196,0.174,0.119,0.8,0.4,2.6,1.0,2.1,4515,0.123,0.079,94.0,12.7,-0.656,0.7,0.9,0.174,0.8,1.1,0.126,-0.194
2019-Q4,4,2019,8.4,1.3,7.7,0.17,0.083,14,117,52.0,9.1,1678,10642,0.468,0.9,1.1,0.4,0.021,5069,0.158,0.137,0.107,0.8,0.4,2.5,0.8,2.1,3474,0.096,0.075,79.0,25.6,-0.982,0.7,1.2,0.137,0.9,1.1,0.044,0.038
2019-Q3,3,2019,8.0,1.3,8.8,0.174,0.088,16,125,35.0,8.7,1644,10254,0.471,0.9,1.2,0.5,-0.081,4854,0.179,0.154,0.116,0.8,0.4,2.5,0.8,2.1,5989,0.086,0.057,106.0,23.1,-1.707,0.7,1.2,0.154,0.9,1.1,-0.169,0.04
2019-Q2,2,2019,7.9,1.4,7.1,0.199,0.103,14,108,37.0,12.3,1789,9862,0.474,0.9,1.3,0.6,-0.02,5843,0.194,0.17,0.13,0.8,0.4,2.0,0.7,2.1,6884,0.133,0.098,85.0,26.3,-2.301,0.8,1.2,0.17,0.9,1.1,-0.146,0.048
2019-Q1,1,2019,8.2,1.6,6.9,0.214,0.117,14,94,42.0,12.5,1824,9407,0.495,1.0,1.3,0.7,-0.048,6845,0.175,0.154,0.12,0.7,0.4,1.7,0.6,2.0,6183,0.145,0.1,66.0,25.7,-2.225,0.8,1.2,0.154,0.9,1.0,-0.029,0.039
2018-Q4,4,2018,7.5,1.6,6.9,0.236,0.131,14,107,57.0,14.9,1916,9050,0.517,1.1,1.1,0.5,-0.069,7050,0.178,0.15,0.123,0.6,0.3,1.5,0.9,1.9,1714,0.062,0.036,64.0,26.1,-2.126,0.9,1.2,0.15,0.9,0.9,-0.049,0.041
2018-Q3,3,2018,9.5,2.3,5.9,0.267,0.155,15,113,35.0,21.3,2057,8697,0.555,1.3,1.5,0.8,0.029,7414,0.23,0.213,0.169,0.6,0.3,1.2,1.4,1.8,10374,0.102,0.065,93.0,24.6,-1.799,0.9,1.2,0.213,0.9,0.8,-0.205,0.066
2018-Q2,2,2018,8.9,2.2,8.9,0.301,0.176,13,108,34.0,19.7,1999,8160,0.588,1.4,1.7,1.0,0.079,9325,0.202,0.187,0.154,0.5,0.3,1.0,2.3,1.7,13353,0.145,0.066,86.0,28.4,-1.24,1.0,1.2,0.187,1.0,0.7,-0.094,0.064
2018-Q1,1,2018,10.8,2.6,6.9,0.298,0.181,13,106,30.0,22.9,1851,7669,0.63,1.7,1.9,1.2,0.035,10297,0.228,0.208,0.17,0.4,0.2,0.9,5.0,1.6,15492,0.194,0.085,88.0,29.0,-0.854,1.1,1.2,0.208,1.0,0.6,0.044,0.063
2017-Q4,4,2017,8.6,2.1,7.8,0.308,0.186,14,113,39.0,21.0,1790,7218,0.609,1.6,1.8,1.2,0.059,9862,0.25,0.223,0.188,0.4,0.2,0.8,6.9,1.6,14557,0.132,0.052,88.0,26.2,-0.687,1.1,1.1,0.223,1.0,0.6,0.058,0.075
2017-Q3,3,2017,7.6,1.9,9.3,0.315,0.197,12,105,26.0,19.8,1690,6714,0.621,1.7,1.9,1.2,0.076,9320,0.226,0.207,0.171,0.4,0.2,0.8,8.7,1.6,14174,0.086,0.028,91.0,29.8,-0.563,1.1,1.2,0.207,1.0,0.6,-0.09,0.315
2017-Q2,2,2017,6.7,2.1,6.3,0.349,0.209,12,120,34.0,14.7,1570,5105,0.576,1.4,1.5,0.8,-0.065,10238,0.206,0.18,0.145,0.4,0.2,0.8,22.9,1.7,8228,0.079,0.032,98.0,30.5,-0.337,1.2,1.2,0.18,0.9,0.7,-0.243,0.072
2017-Q1,1,2017,5.6,2.0,5.3,0.409,0.241,13,113,28.0,27.2,1679,4761,0.576,1.4,1.5,0.8,0.138,13532,0.24,0.222,0.188,0.4,0.3,0.8,14.7,1.7,7060,0.111,0.048,99.0,27.7,-0.241,1.2,1.2,0.222,1.0,0.7,0.121,0.079
2016-Q4,4,2016,6.0,2.0,4.2,0.386,0.225,15,128,42.0,36.9,1475,4415,0.594,1.5,1.5,0.6,0.265,12070,0.265,0.232,0.196,0.3,0.2,0.7,11.4,1.7,5739,0.23,0.118,101.0,24.3,-0.278,1.1,1.2,0.232,1.0,0.7,0.201,0.099
2016-Q3,3,2016,8.1,2.3,4.9,0.326,0.197,15,117,33.0,27.5,1166,4015,0.631,1.7,1.5,0.6,0.123,10052,0.26,0.233,0.197,0.3,0.2,0.8,8.1,1.6,4451,0.182,0.09,99.0,24.8,-0.29,1.1,1.2,0.233,1.0,0.6,0.021,0.029
2016-Q2,2,2016,6.6,1.8,5.2,0.304,0.183,13,118,32.0,35.7,1038,3900,0.63,1.7,1.5,0.6,0.204,9848,0.32,0.298,0.252,0.3,0.2,0.9,8.8,1.6,4491,0.174,0.088,99.0,28.7,-0.241,1.2,1.2,0.298,1.0,0.6,-0.028,0.131
2016-Q1,1,2016,5.9,1.5,4.4,0.278,0.163,15,105,30.0,15.3,862,3447,0.606,1.5,1.3,0.6,0.107,10129,0.2,0.174,0.143,0.4,0.3,1.0,13.3,1.7,2403,0.189,0.118,91.0,23.6,-0.358,1.2,1.2,0.174,1.0,0.6,0.083,0.068
2015-Q4,4,2015,6.5,1.6,5.3,0.265,0.146,16,120,39.0,10.0,779,3229,0.566,1.3,1.2,0.5,0.027,9350,0.183,0.108,0.079,0.5,0.3,1.2,8.3,1.8,1927,0.164,0.093,97.0,22.3,-0.398,1.2,1.2,0.108,0.9,0.8,0.031,0.029
2015-Q3,3,2015,7.0,1.7,4.4,0.266,0.149,11,118,32.0,20.1,758,3139,0.571,1.3,1.3,0.6,0.054,9069,0.228,0.193,0.151,0.5,0.3,1.2,6.6,1.8,2735,0.15,0.106,97.0,32.0,-0.306,1.2,1.1,0.193,0.9,0.7,0.042,0.082
2015-Q2,2,2015,7.0,1.7,5.2,0.271,0.149,14,116,35.0,29.0,719,2901,0.565,1.3,1.4,0.6,0.101,8701,0.222,0.196,0.162,0.5,0.3,1.2,4.5,1.8,2955,0.154,0.088,95.0,26.0,-0.307,1.2,1.1,0.196,0.9,0.7,-0.206,0.06
2015-Q1,1,2015,7.6,1.8,6.1,0.258,0.134,18,126,28.0,13.9,653,2735,0.559,1.3,1.4,0.5,-0.07,10957,0.174,0.138,0.111,0.5,0.3,1.4,5.7,1.8,3303,0.118,0.057,116.0,20.8,-0.14,1.1,1.1,0.138,0.9,0.8,-0.072,0.038
