period,quarter,year,price_to_earning,price_to_book,roe,roa,earning_per_share,book_value_per_share,interest_margin,non_interest_on_toi,bad_debt_percentage,provision_on_bad_debt,cost_of_financing,equity_on_total_asset,equity_on_loan,cost_to_income,equity_on_liability,eps_change,asset_on_equity,pre_provision_on_toi,post_tax_on_toi,loan_on_earn_asset,loan_on_asset,loan_on_deposit,deposit_on_earn_asset,bad_debt_on_asset,liquidity_on_liability,payable_on_equity,cancel_debt,book_value_per_share_change,credit_growth
2022-Q2,2,2022,6.4,1.3,0.234,0.019,1984,10119,0.047,0.185,0.013,0.93,0.041,0.092,0.149,0.364,0.1,0.082,10.9,0.508,0.398,0.679,0.619,1.118,0.607,0.008,0.338,9.9,0.009,0.078,0.239
2022-Q1,1,2022,8.2,1.6,0.231,0.018,1833,9387,0.044,0.211,0.016,0.759,0.04,0.086,0.146,0.376,0.1,-0.124,11.6,0.499,0.394,0.639,0.591,1.117,0.572,0.009,0.38,10.6,0.009,-0.118,0.202
2021-Q4,4,2021,9.7,1.9,0.233,0.017,2092,10644,0.043,0.189,0.017,0.73,0.04,0.082,0.152,0.358,0.1,0.08,12.2,0.514,0.343,0.588,0.542,1.109,0.531,0.009,0.428,11.2,0.009,0.052,0.14
2021-Q3,3,2021,13.1,2.5,0.226,0.018,1937,10119,0.046,0.108,0.014,0.809,0.045,0.085,0.153,0.381,0.1,0.065,11.8,0.495,0.408,0.594,0.553,0.985,0.603,0.008,0.426,10.8,0.01,0.056,0.164
2021-Q2,2,2021,15.6,3.0,0.224,0.018,1820,9586,0.048,0.185,0.012,0.879,0.048,0.084,0.145,0.396,0.1,0.069,11.9,0.483,0.393,0.62,0.58,0.966,0.642,0.007,0.401,10.9,0.01,0.05,0.196
2021-Q1,1,2021,12.4,2.3,0.223,0.018,1702,9130,0.047,0.193,0.015,0.686,0.048,0.081,0.141,0.391,0.1,0.008,12.3,0.487,0.403,0.611,0.575,1.012,0.604,0.009,0.412,11.3,0.01,-0.07,0.229
2020-Q4,4,2020,11.2,1.9,0.202,0.015,1689,9821,0.046,0.19,0.013,0.821,0.047,0.077,0.139,0.472,0.1,-0.015,12.9,0.421,0.289,0.595,0.559,1.021,0.582,0.007,0.427,11.9,0.009,0.034,0.219
2020-Q3,3,2020,8.9,1.6,0.215,0.018,1714,9496,0.049,0.129,0.018,0.641,0.05,0.087,0.145,0.45,0.1,0.047,11.4,0.439,0.34,0.637,0.602,0.976,0.652,0.011,0.392,10.4,0.008,0.052,0.173
2020-Q2,2,2020,7.3,1.3,0.216,0.018,1637,9022,0.051,0.152,0.016,0.722,0.052,0.094,0.142,0.354,0.1,0.115,10.7,0.515,0.413,0.703,0.661,1.071,0.657,0.01,0.327,9.7,0.008,0.061,0.164
2020-Q1,1,2020,5.9,1.0,0.205,0.017,1468,8503,0.051,0.085,0.015,0.745,0.053,0.092,0.14,0.51,0.1,-0.188,10.8,0.392,0.318,0.701,0.658,1.147,0.611,0.01,0.324,9.8,0.008,-0.169,0.182
2019-Q4,4,2019,7.4,1.3,0.208,0.016,1809,10230,0.046,0.136,0.014,0.814,0.051,0.089,0.139,0.409,0.1,0.105,11.3,0.473,0.376,0.681,0.638,1.161,0.586,0.009,0.344,10.3,0.007,0.04,0.188
2019-Q3,3,2019,8.2,1.4,0.198,0.016,1638,9835,0.045,0.128,0.015,0.733,0.054,0.09,0.14,0.447,0.1,0.113,11.1,0.442,0.344,0.676,0.645,1.122,0.602,0.01,0.354,10.1,0.008,0.053,0.159
2019-Q2,2,2019,9.1,1.4,0.186,0.015,1471,9338,0.043,0.142,0.014,0.747,0.056,0.088,0.135,0.478,0.1,0.017,11.3,0.422,0.331,0.692,0.655,1.059,0.653,0.009,0.334,10.3,0.007,0.05,0.145
2019-Q1,1,2019,10.0,1.6,0.184,0.015,1447,8891,0.042,0.177,0.014,0.739,0.056,0.087,0.137,0.461,0.1,0.015,11.4,0.43,0.356,0.671,0.637,1.018,0.659,0.009,0.357,10.4,0.007,0.053,0.113
2018-Q4,4,2018,10.3,1.7,0.191,0.014,1426,8446,0.039,0.187,0.015,0.711,0.052,0.078,0.137,0.446,0.1,0.179,12.8,0.441,0.336,0.598,0.57,0.962,0.622,0.009,0.428,11.8,0.007,0.055,0.178
2018-Q3,3,2018,15.6,2.4,0.189,0.013,1210,8008,0.041,0.164,0.015,0.729,0.054,0.08,0.132,0.543,0.1,-0.081,12.5,0.365,0.31,0.639,0.606,0.93,0.687,0.009,0.387,11.5,0.007,0.043,0.251
2018-Q2,2,2018,13.3,2.3,0.216,0.015,1316,7680,0.043,0.203,0.014,0.797,0.054,0.08,0.127,0.465,0.1,0.173,12.5,0.432,0.347,0.663,0.629,0.949,0.699,0.009,0.364,11.5,0.007,-0.03,0.241
2018-Q1,1,2018,19.1,2.7,0.183,0.013,1122,7920,0.041,0.205,0.016,0.643,0.055,0.083,0.136,0.438,0.1,0.281,12.1,0.448,0.362,0.644,0.609,0.988,0.651,0.01,0.379,11.1,0.008,0.069,0.315
2017-Q4,4,2017,,,0.149,0.01,876,7408,0.04,0.094,0.015,0.733,0.057,0.078,0.141,0.601,0.1,-0.002,12.8,0.33,0.216,0.584,0.552,0.867,0.674,0.008,0.436,11.8,0.008,0.383,0.271
2017-Q3,3,2017,,,0.177,0.011,878,5356,0.041,0.224,0.016,0.732,0.059,0.061,0.11,0.438,0.1,0.687,16.4,0.45,0.343,0.592,0.553,0.818,0.724,0.009,0.417,15.3,0.01,0.002,0.297
2017-Q2,2,2017,,,0.111,0.007,520,5345,0.038,0.196,0.016,0.691,0.059,0.063,0.11,0.578,0.1,0.166,15.9,0.345,0.236,0.613,0.572,0.838,0.732,0.009,0.396,14.9,0.011,0.112,0.351
2014-Q1,1,2014,,,0.026,0.003,92,4330,0.009,0.284,0.049,0.433,0.078,0.113,0.268,0.919,0.1,-0.152,8.8,0.061,0.052,0.531,0.421,0.58,0.916,0.021,0.437,7.8,-0.011,0.003,0.405
