period,quarter,year,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,short_on_long_debt,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2018-Q4,4,2018,12.1,3.2,11.8,0.278,0.195,23,11,16,37.6,6323,23870,0.73,3.1,3.7,3.5,-0.036,8993,0.249,0.197,0.169,0.1,0.1,0.4,0.4,1.4,29755,0.141,0.033,19,15.8,-0.042,1.2,1.3,0.197,1.1,0.3,-0.034,0.075
2018-Q3,3,2018,15.6,4.6,9.5,0.305,0.206,19,11,14,36.0,6556,22202,0.697,2.6,3.3,3.2,0.116,9309,0.26,0.208,0.174,0.1,0.1,0.4,0.4,1.4,27285,0.165,0.043,16,18.9,-0.096,1.2,1.3,0.208,1.1,0.4,0.1,-0.016
2018-Q2,2,2018,13.1,3.4,10.1,0.271,0.175,25,12,20,34.4,5877,22567,0.635,2.0,2.8,2.7,0.124,8466,0.239,0.188,0.153,0.2,0.1,0.5,0.3,1.6,29474,0.216,0.056,18,14.3,-0.101,1.1,1.3,0.188,1.0,0.5,0.113,-0.018
2018-Q1,1,2018,21.3,4.9,10.7,0.236,0.157,29,13,15,25.5,5229,22984,0.665,2.2,3.3,3.2,0.045,7607,0.22,0.175,0.144,0.2,0.1,0.6,0.2,1.5,30078,0.32,0.091,27,12.6,-0.099,1.0,1.3,0.175,1.0,0.4,0.028,0.062
2017-Q4,4,2017,16.5,3.8,17.8,0.238,0.161,30,11,17,70.0,5003,21637,0.67,2.3,3.5,3.3,0.067,7403,0.317,0.259,0.215,0.2,0.1,0.6,0.2,1.5,27287,0.317,0.053,24,12.1,-0.158,1.1,1.3,0.259,1.1,0.4,0.042,0.043
2017-Q3,3,2017,12.4,2.8,14.6,0.224,0.151,22,12,17,34.6,4689,20735,0.655,2.2,3.2,3.0,0.117,7105,0.203,0.145,0.126,0.2,0.2,0.6,0.3,1.5,25521,0.312,0.064,17,16.6,-0.131,1.1,1.3,0.145,1.1,0.5,0.076,0.0
2017-Q2,2,2017,11.5,2.3,10.3,0.203,0.134,22,10,16,25.7,4199,20742,0.658,2.2,3.3,3.1,0.021,6601,0.196,0.143,0.113,0.2,0.1,0.7,0.2,1.5,25671,0.351,0.107,17,16.4,-0.16,1.0,1.3,0.143,1.0,0.5,0.012,-0.026
2017-Q1,1,2017,10.7,2.1,8.7,0.191,0.13,26,10,15,40.5,4113,21297,0.668,2.3,3.5,3.4,0.123,6522,0.209,0.159,0.134,0.2,0.1,0.6,0.2,1.5,26838,0.335,0.125,21,14.1,-0.226,1.0,1.3,0.159,1.1,0.4,0.075,0.042
2016-Q4,4,2016,13.3,2.4,8.4,0.175,0.123,28,10,16,40.5,3663,20446,0.688,2.5,3.6,3.4,0.405,6064,0.307,0.251,0.196,0.2,0.1,0.6,0.2,1.5,24051,0.333,0.133,21,13.1,-0.211,1.0,1.3,0.251,1.0,0.4,0.265,-0.034
2016-Q3,3,2016,20.9,2.6,11.2,0.121,0.088,23,9,13,12.5,2606,21159,0.697,2.7,3.7,3.6,-0.213,4794,0.131,0.075,0.07,0.2,0.1,0.7,0.1,1.4,25203,0.404,0.152,19,15.9,-0.213,1.1,1.3,0.075,1.2,0.4,-0.149,0.024
2016-Q2,2,2016,14.5,2.3,11.4,0.16,0.113,23,11,15,16.7,3313,20655,0.664,2.3,3.2,3.0,-0.127,5631,0.161,0.115,0.106,0.2,0.1,0.6,0.2,1.5,24729,0.414,0.13,19,16.0,-0.312,1.1,1.2,0.115,1.1,0.4,-0.099,-0.051
2016-Q1,1,2016,8.3,1.4,7.3,0.181,0.129,20,9,13,24.3,3795,21761,0.698,2.7,3.7,3.5,-0.149,6252,0.172,0.122,0.094,0.2,0.1,0.6,0.2,1.4,25865,0.412,0.194,17,17.9,-0.312,1.1,1.5,0.122,1.1,0.4,-0.142,0.014
2015-Q4,4,2015,6.0,1.2,6.0,0.222,0.154,21,11,13,21.8,4458,21455,0.724,3.1,3.8,3.6,-0.305,7289,0.114,0.07,0.06,0.1,0.1,0.5,0.4,1.4,24851,0.414,0.188,19,17.4,-0.271,1.2,1.4,0.07,1.2,0.3,-0.256,-0.023
2015-Q3,3,2015,5.1,1.5,3.3,0.317,0.227,25,11,18,80.4,6412,21954,0.766,4.0,5.8,5.6,-0.049,9799,0.224,0.18,0.147,0.1,0.1,0.4,0.2,1.3,26979,0.451,0.265,18,14.5,-0.303,1.2,1.3,0.18,1.1,0.3,-0.058,0.057
2015-Q2,2,2015,6.6,2.1,3.6,0.344,0.253,24,11,11,81.4,6742,20765,0.752,3.7,4.7,4.4,-0.047,10397,0.244,0.203,0.164,0.1,0.1,0.3,0.4,1.3,24870,0.491,0.24,24,15.5,-0.219,1.4,1.3,0.203,1.1,0.3,-0.038,0.082
2015-Q1,1,2015,6.6,2.4,4.6,0.366,0.259,23,9,16,51.4,7078,19185,0.693,3.1,4.9,4.7,-0.041,10806,0.261,0.22,0.166,0.2,0.1,0.4,0.4,1.4,26107,0.636,0.223,16,16.1,-0.149,1.4,1.3,0.22,1.0,0.3,-0.016,0.071
