period,quarter,year,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,short_on_long_debt,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2020-Q3,3,2020,26.5,5.7,21.6,0.226,0.163,161,30,25,118.3,6652,30883,0.715,3.2,3.4,3.1,0.002,7960,0.307,0.188,0.173,0.0,0.0,0.1,1.4,1.4,14151,0.151,0.028,166,2.3,-0.111,1.1,0.8,0.188,1.2,0.3,0.01,0.074
2020-Q2,2,2020,22.7,5.2,22.9,0.237,0.17,142,25,24,72.8,6642,28760,0.705,3.1,3.3,3.0,-0.06,7885,0.309,0.168,0.163,0.0,0.0,0.1,1.0,1.4,12840,0.246,0.041,142,2.6,-0.081,1.3,0.8,0.168,1.2,0.3,-0.073,0.07
2020-Q1,1,2020,16.7,4.4,20.1,0.272,0.192,118,32,21,36.1,7068,26870,0.712,3.2,3.4,2.9,-0.103,8506,0.276,0.133,0.143,0.1,0.0,0.1,1.2,1.4,11530,0.132,0.022,129,3.1,-0.081,1.4,0.7,0.133,1.5,0.3,-0.113,-0.084
2019-Q4,4,2019,27.9,7.5,16.7,0.299,0.205,2,24,29,63.5,7880,29324,0.697,2.9,3.1,2.8,0.03,9585,0.262,0.116,0.104,0.1,0.0,0.1,1.1,1.4,13077,0.205,0.039,-2,188.7,-0.057,1.5,1.4,0.116,1.3,0.3,0.04,0.052
2019-Q3,3,2019,33.2,9.1,24.9,0.284,0.205,1,25,20,251.0,7653,27882,0.722,3.3,3.2,2.9,0.092,9219,0.246,0.149,0.142,0.0,0.0,0.1,,1.4,12084,0.189,0.024,6,399.4,-0.033,1.6,1.3,0.149,1.2,0.3,0.081,0.02
2019-Q2,2,2019,37.6,9.6,28.9,0.271,0.195,1,23,20,265.6,7011,27337,0.729,3.4,3.3,3.0,0.05,8531,0.266,0.175,0.158,0.0,0.0,0.1,,1.4,11688,0.285,0.033,5,337.8,-0.04,1.6,1.3,0.175,1.2,0.3,0.052,0.085
2019-Q1,1,2019,35.8,9.5,33.6,0.279,0.196,1,27,20,169.6,6677,25191,0.701,3.0,2.8,2.5,0.026,8106,0.235,0.143,0.131,0.0,0.0,0.1,34.6,1.4,10064,0.287,0.028,8,244.9,-0.04,1.7,1.3,0.143,1.2,0.3,0.032,0.074
2018-Q4,4,2018,39.4,10.9,30.0,0.291,0.188,2,26,28,113.7,6510,23459,0.672,2.6,2.5,2.2,-0.069,7854,0.21,0.086,0.083,0.0,0.0,0.1,40.7,1.5,8750,0.277,0.029,0,193.6,-0.054,1.6,1.3,0.086,1.3,0.4,-0.057,-0.096
2018-Q3,3,2018,30.0,8.1,27.3,0.285,0.203,2,30,21,112.6,6991,25959,0.724,3.3,3.0,2.6,-0.027,8329,0.217,0.118,0.114,0.0,0.0,0.1,40.3,1.4,10133,0.239,0.028,11,195.9,-0.049,1.6,1.3,0.118,1.3,0.3,-0.035,0.06
2018-Q2,2,2018,29.6,8.7,22.9,0.312,0.219,2,29,21,159.7,7183,24496,0.713,3.2,2.8,2.4,-0.02,8634,0.229,0.143,0.133,0.0,0.0,0.1,47.0,1.4,9120,0.249,0.032,9,234.1,-0.042,1.7,1.3,0.143,1.2,0.3,-0.02,0.084
2018-Q1,1,2018,31.0,10.1,22.8,0.348,0.238,2,31,21,116.2,7326,22595,0.698,3.0,2.5,2.1,-0.003,8811,0.249,0.15,0.143,0.1,0.0,0.2,527.4,1.4,7570,0.313,0.037,13,172.4,-0.042,1.7,1.3,0.15,1.2,0.3,-0.017,0.058
2017-Q4,4,2017,31.6,10.9,23.1,0.377,0.228,4,30,29,131.7,7346,21355,0.62,2.0,1.9,1.6,0.055,8966,0.234,0.114,0.112,0.0,0.0,0.2,157.2,1.6,6569,0.289,0.031,5,99.1,-0.029,1.7,1.3,0.114,1.3,0.5,0.099,-0.076
2017-Q3,3,2017,34.8,10.5,29.5,0.317,0.203,5,34,20,114.8,6966,23119,0.698,3.0,2.5,2.1,-0.028,8156,0.264,0.151,0.136,0.1,0.0,0.2,99.1,1.4,8000,0.286,0.029,19,72.3,-0.021,1.5,1.3,0.151,1.2,0.3,0.018,0.074
2017-Q2,2,2017,27.1,9.0,35.0,0.338,0.214,4,30,21,113.0,7169,21531,0.687,2.8,2.4,1.9,-0.012,8011,0.265,0.175,0.161,0.1,0.0,0.2,47.6,1.5,6867,0.34,0.027,14,86.8,-0.015,1.5,1.3,0.175,1.2,0.4,-0.017,0.103
2017-Q1,1,2017,25.7,9.5,28.3,0.352,0.229,4,30,19,114.6,7255,19517,0.667,2.6,2.1,1.6,0.04,8151,0.283,0.171,0.151,0.1,0.1,0.3,43.8,1.5,5412,0.3,0.027,15,87.4,-0.026,1.5,1.3,0.171,1.1,0.4,0.03,0.106
2016-Q4,4,2016,26.4,10.4,24.8,0.367,0.219,7,33,28,43.4,6978,17649,0.588,1.8,1.6,1.3,0.102,7913,0.256,0.096,0.105,0.1,0.1,0.3,6.6,1.7,4162,0.287,0.028,12,51.7,-0.026,1.5,1.3,0.096,1.4,0.6,0.037,-0.155
2016-Q3,3,2016,,,27.3,0.303,0.186,9,42,25,17.9,6334,20888,0.59,1.7,1.8,1.5,0.047,7634,0.276,0.158,0.174,0.1,0.1,0.3,2.2,1.7,6160,0.473,0.049,27,41.6,-0.034,1.1,1.2,0.158,1.4,0.6,-0.012,0.002
2016-Q2,2,2016,,,,0.301,0.175,7,33,24,48.7,6049,20857,0.587,1.7,1.7,1.5,0.139,7725,0.283,0.197,0.18,0.1,0.1,0.2,2.3,1.7,5906,0.655,,15,54.7,-0.048,1.2,1.3,0.197,1.2,0.6,0.132,-0.039
2016-Q1,1,2016,,,,0.252,0.157,6,29,20,70.3,5309,21701,0.635,2.1,2.1,1.8,-0.002,6821,0.267,0.159,0.133,0.1,0.1,0.4,2.2,1.6,6459,0.593,,15,60.0,-0.042,1.3,1.3,0.159,1.1,0.5,-0.006,0.065
2015-Q4,4,2015,,,,0.27,0.158,8,35,31,28.3,5317,20379,0.606,1.9,1.8,1.5,0.057,6861,0.577,0.161,0.162,0.1,0.1,0.3,1.7,1.7,5435,0.564,,12,46.3,-0.046,1.3,1.4,0.161,1.5,0.5,0.048,-0.029
2015-Q3,3,2015,,,,0.25,0.16,6,28,19,65.1,5031,20980,0.644,2.1,2.0,1.6,0.021,6546,0.204,0.12,0.108,0.1,0.1,0.3,0.6,1.6,5485,0.541,,15,57.9,-0.08,1.5,1.3,0.12,1.1,0.5,0.047,0.083
2015-Q2,2,2015,,,,0.26,0.154,7,32,23,48.2,4926,19374,0.576,1.6,1.6,1.3,0.033,6252,0.237,0.11,0.105,0.1,0.1,0.3,0.5,1.7,4294,0.627,,17,50.1,-0.09,1.3,1.3,0.11,1.2,0.6,0.007,-0.055
2015-Q1,1,2015,,,,0.252,0.154,7,37,22,54.4,4770,20504,0.611,1.8,1.6,1.3,0.04,6211,0.3,0.2,0.166,0.1,0.1,0.4,0.5,1.6,4032,0.498,,22,56.0,-0.108,1.3,1.3,0.2,1.1,0.5,0.039,0.151
