period,quarter,year,price_to_earning,price_to_book,roe,roa,earning_per_share,book_value_per_share,interest_margin,non_interest_on_toi,bad_debt_percentage,provision_on_bad_debt,cost_of_financing,equity_on_total_asset,equity_on_loan,cost_to_income,equity_on_liability,eps_change,asset_on_equity,pre_provision_on_toi,post_tax_on_toi,loan_on_earn_asset,loan_on_asset,loan_on_deposit,deposit_on_earn_asset,bad_debt_on_asset,liquidity_on_liability,payable_on_equity,cancel_debt,book_value_per_share_change,credit_growth
2018-Q2,2,2018,12.8,2.3,0.243,0.032,2395,13509,0.038,0.374,0.02,0.742,0.04,0.158,0.285,0.288,0.2,0.131,6.3,0.569,0.525,0.594,0.555,0.895,0.663,0.011,0.475,5.3,0.01,0.261,0.264
2018-Q1,1,2018,,,0.255,0.029,2117,10713,0.039,0.453,0.019,0.762,0.041,0.138,0.229,0.272,0.2,0.154,7.3,0.581,0.44,0.644,0.6,0.904,0.713,0.011,0.409,6.3,0.016,0.397,0.19
2017-Q4,4,2017,,,0.277,0.026,1835,7670,0.038,0.576,0.016,0.729,0.039,0.1,0.167,0.267,0.1,0.344,10.0,0.586,0.439,0.639,0.597,0.941,0.679,0.01,0.392,9.0,0.021,0.386,0.128
2017-Q3,3,2017,,,0.251,0.021,1365,5535,0.039,0.41,0.019,0.68,0.042,0.083,0.141,0.35,0.1,0.166,12.0,0.527,0.49,0.64,0.588,0.826,0.775,0.011,0.383,11.0,0.022,-0.107,0.013
2017-Q2,2,2017,,,0.208,0.018,1170,6195,0.04,0.363,0.021,0.635,0.043,0.094,0.165,0.278,0.1,0.088,10.7,0.576,0.322,0.614,0.568,0.766,0.801,0.012,0.416,9.7,0.025,0.053,0.032
2017-Q1,1,2017,,,0.201,0.018,1076,5882,0.041,0.406,0.019,0.604,0.042,0.089,0.15,0.294,0.1,0.183,11.3,0.565,0.288,0.63,0.592,0.771,0.818,0.011,0.395,10.3,0.024,0.052,0.208
2016-Q4,4,2016,,,0.177,0.015,909,5591,0.041,0.388,0.016,0.666,0.04,0.083,0.138,0.409,0.1,0.198,12.0,0.471,0.289,0.647,0.606,0.822,0.787,0.01,0.377,11.0,0.026,0.047,0.278
2016-Q3,3,2016,,,0.153,0.013,759,5338,0.045,0.285,0.018,0.637,0.04,0.084,0.138,0.389,0.1,0.302,11.9,0.489,0.363,0.656,0.609,0.829,0.791,0.011,0.366,10.9,0.029,0.057,0.444
2016-Q2,2,2016,,,0.122,0.011,583,5051,0.044,0.225,0.019,0.599,0.039,0.083,0.139,0.327,0.1,0.173,12.0,0.531,0.279,0.647,0.601,0.851,0.76,0.011,0.376,11.0,0.033,0.046,0.405
2016-Q1,1,2016,,,0.108,0.009,497,4829,0.042,0.361,0.02,0.555,0.037,0.085,0.149,0.31,0.1,0.102,11.7,0.563,0.15,0.62,0.573,0.766,0.809,0.012,0.403,10.7,0.036,0.026,0.285
2015-Q4,4,2015,,,0.1,0.009,451,4707,0.043,0.17,0.017,0.625,0.038,0.086,0.148,0.467,0.1,0.141,11.6,0.412,0.151,0.638,0.581,0.785,0.813,0.01,0.38,10.6,0.036,0.023,0.39
2015-Q3,3,2015,,,0.09,0.008,395,4602,0.043,0.257,0.023,0.529,0.042,0.092,0.172,0.431,0.1,0.211,10.8,0.442,0.192,0.594,0.536,0.687,0.864,0.012,0.426,9.8,0.039,0.026,0.314
2015-Q2,2,2015,,,0.075,0.007,326,4487,0.044,0.196,0.024,0.472,0.044,0.091,0.173,0.372,0.1,0.317,11.0,0.494,0.229,0.581,0.526,0.705,0.824,0.013,0.438,10.0,0.047,0.03,0.228
2015-Q1,1,2015,,,0.059,0.005,247,4356,0.041,0.292,0.026,0.485,0.045,0.085,0.172,0.316,0.1,-0.196,11.7,0.525,0.119,0.55,0.495,0.699,0.786,0.013,0.463,10.7,0.047,0.02,0.235
